group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
async/mpsc_integer,async_std::channel::bounded,100,,,43053820.0,ns,96
async/mpsc_integer,async_std::channel::bounded,100,,,35347195.0,ns,99
async/mpsc_integer,async_std::channel::bounded,100,,,36537037.0,ns,102
async/mpsc_integer,async_std::channel::bounded,100,,,44912657.0,ns,105
async/mpsc_integer,async_std::channel::bounded,100,,,40199478.0,ns,108
async/mpsc_integer,async_std::channel::bounded,100,,,40074441.0,ns,111
async/mpsc_integer,async_std::channel::bounded,100,,,41013008.0,ns,114
async/mpsc_integer,async_std::channel::bounded,100,,,41738380.0,ns,117
async/mpsc_integer,async_std::channel::bounded,100,,,46358774.0,ns,120
async/mpsc_integer,async_std::channel::bounded,100,,,48416318.0,ns,123
async/mpsc_integer,async_std::channel::bounded,100,,,44746032.0,ns,126
async/mpsc_integer,async_std::channel::bounded,100,,,47695945.0,ns,129
async/mpsc_integer,async_std::channel::bounded,100,,,50298520.0,ns,132
async/mpsc_integer,async_std::channel::bounded,100,,,48403154.0,ns,135
async/mpsc_integer,async_std::channel::bounded,100,,,53692955.0,ns,138
async/mpsc_integer,async_std::channel::bounded,100,,,50539767.0,ns,141
async/mpsc_integer,async_std::channel::bounded,100,,,50854423.0,ns,144
async/mpsc_integer,async_std::channel::bounded,100,,,43522326.0,ns,147
async/mpsc_integer,async_std::channel::bounded,100,,,53446117.0,ns,150
async/mpsc_integer,async_std::channel::bounded,100,,,59828906.0,ns,153
async/mpsc_integer,async_std::channel::bounded,100,,,56396891.0,ns,156
async/mpsc_integer,async_std::channel::bounded,100,,,57573007.0,ns,159
async/mpsc_integer,async_std::channel::bounded,100,,,60443730.0,ns,162
async/mpsc_integer,async_std::channel::bounded,100,,,72308856.0,ns,165
async/mpsc_integer,async_std::channel::bounded,100,,,54357532.0,ns,168
async/mpsc_integer,async_std::channel::bounded,100,,,60575159.0,ns,171
async/mpsc_integer,async_std::channel::bounded,100,,,66131034.0,ns,174
async/mpsc_integer,async_std::channel::bounded,100,,,60664458.0,ns,177
async/mpsc_integer,async_std::channel::bounded,100,,,57628353.0,ns,180
async/mpsc_integer,async_std::channel::bounded,100,,,49343553.0,ns,183
async/mpsc_integer,async_std::channel::bounded,100,,,49781603.0,ns,186
async/mpsc_integer,async_std::channel::bounded,100,,,82920899.0,ns,189
async/mpsc_integer,async_std::channel::bounded,100,,,62402227.0,ns,192
async/mpsc_integer,async_std::channel::bounded,100,,,122734016.0,ns,195
async/mpsc_integer,async_std::channel::bounded,100,,,66207599.0,ns,198
async/mpsc_integer,async_std::channel::bounded,100,,,46293450.0,ns,201
async/mpsc_integer,async_std::channel::bounded,100,,,65766154.0,ns,204
async/mpsc_integer,async_std::channel::bounded,100,,,77343283.0,ns,207
async/mpsc_integer,async_std::channel::bounded,100,,,75869534.0,ns,210
async/mpsc_integer,async_std::channel::bounded,100,,,91565408.0,ns,213
async/mpsc_integer,async_std::channel::bounded,100,,,78410694.0,ns,216
async/mpsc_integer,async_std::channel::bounded,100,,,69273321.0,ns,219
async/mpsc_integer,async_std::channel::bounded,100,,,70783759.0,ns,222
async/mpsc_integer,async_std::channel::bounded,100,,,64731415.0,ns,225
async/mpsc_integer,async_std::channel::bounded,100,,,32647506.0,ns,228
async/mpsc_integer,async_std::channel::bounded,100,,,74283763.0,ns,231
async/mpsc_integer,async_std::channel::bounded,100,,,92325026.0,ns,234
async/mpsc_integer,async_std::channel::bounded,100,,,92063742.0,ns,237
async/mpsc_integer,async_std::channel::bounded,100,,,97297577.0,ns,240
async/mpsc_integer,async_std::channel::bounded,100,,,88394568.0,ns,243
async/mpsc_integer,async_std::channel::bounded,100,,,95955307.0,ns,246
async/mpsc_integer,async_std::channel::bounded,100,,,73983735.0,ns,249
async/mpsc_integer,async_std::channel::bounded,100,,,88141318.0,ns,252
async/mpsc_integer,async_std::channel::bounded,100,,,78601424.0,ns,255
async/mpsc_integer,async_std::channel::bounded,100,,,97614517.0,ns,258
async/mpsc_integer,async_std::channel::bounded,100,,,87833125.0,ns,261
async/mpsc_integer,async_std::channel::bounded,100,,,89340398.0,ns,264
async/mpsc_integer,async_std::channel::bounded,100,,,112412612.0,ns,267
async/mpsc_integer,async_std::channel::bounded,100,,,106624418.0,ns,270
async/mpsc_integer,async_std::channel::bounded,100,,,95017101.0,ns,273
async/mpsc_integer,async_std::channel::bounded,100,,,102282000.0,ns,276
async/mpsc_integer,async_std::channel::bounded,100,,,100971200.0,ns,279
async/mpsc_integer,async_std::channel::bounded,100,,,99520996.0,ns,282
async/mpsc_integer,async_std::channel::bounded,100,,,111651593.0,ns,285
async/mpsc_integer,async_std::channel::bounded,100,,,111989492.0,ns,288
async/mpsc_integer,async_std::channel::bounded,100,,,102953011.0,ns,291
async/mpsc_integer,async_std::channel::bounded,100,,,111402932.0,ns,294
async/mpsc_integer,async_std::channel::bounded,100,,,105212477.0,ns,297
async/mpsc_integer,async_std::channel::bounded,100,,,107366913.0,ns,300
